,comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
6024,NOVA CRIXÁS,juizado especial fazenda publica,2024,80,17,77,81.91
6025,NOVO GAMA,civel,2024,1173,1086,949,46.63
6026,NOVO GAMA,criminal,2024,1578,2091,648,23.66
6027,NOVO GAMA,execucao penal,2024,369,421,311,42.49
6028,NOVO GAMA,familia - interior,2024,960,812,610,42.9
6029,NOVO GAMA,fazenda publica mista,2024,165,820,81,8.99
6030,NOVO GAMA,infancia e juventude civel,2024,74,54,44,44.9
6031,NOVO GAMA,infancia e juventude infracional,2024,71,57,54,48.65
6032,NOVO GAMA,juizado especial civel,2024,1175,1313,625,32.25
6033,NOVO GAMA,juizado especial criminal,2024,443,338,318,48.48
6034,NOVO GAMA,juizado especial fazenda publica,2024,155,153,111,42.05
6035,ORIZONA,civel,2024,282,257,234,47.66
6036,ORIZONA,criminal,2024,199,209,142,40.46
6037,ORIZONA,execucao penal,2024,62,55,49,47.12
6038,ORIZONA,familia - interior,2024,152,220,77,25.93
6039,ORIZONA,fazenda publica mista,2024,328,508,276,35.2
6040,ORIZONA,infancia e juventude civel,2024,16,17,12,41.38
6041,ORIZONA,infancia e juventude infracional,2024,10,16,6,27.27
6042,ORIZONA,juizado especial civel,2024,223,236,174,42.44
6043,ORIZONA,juizado especial criminal,2024,32,18,31,63.27
6044,ORIZONA,juizado especial fazenda publica,2024,20,28,17,37.78
6045,PADRE BERNARDO,civel,2024,543,304,432,58.7
6046,PADRE BERNARDO,criminal,2024,854,791,475,37.52
6047,PADRE BERNARDO,execucao penal,2024,79,62,76,55.07
6048,PADRE BERNARDO,familia - interior,2024,471,505,241,32.31
6049,PADRE BERNARDO,fazenda publica mista,2024,544,643,491,43.3
6050,PADRE BERNARDO,infancia e juventude civel,2024,34,20,25,55.56
6051,PADRE BERNARDO,infancia e juventude infracional,2024,38,24,29,54.72
6052,PADRE BERNARDO,juizado especial civel,2024,256,166,207,55.5
6053,PADRE BERNARDO,juizado especial criminal,2024,215,200,171,46.09
6054,PADRE BERNARDO,juizado especial fazenda publica,2024,198,252,192,43.24
6055,PALMEIRAS DE GOIÁS,civel,2024,640,726,544,42.83
6056,PALMEIRAS DE GOIÁS,criminal,2024,540,632,281,30.78
6057,PALMEIRAS DE GOIÁS,execucao penal,2024,55,40,47,54.02
6058,PALMEIRAS DE GOIÁS,familia - interior,2024,541,703,373,34.67
6059,PALMEIRAS DE GOIÁS,fazenda publica mista,2024,629,727,557,43.38
6060,PALMEIRAS DE GOIÁS,infancia e juventude civel,2024,8,18,4,18.18
6061,PALMEIRAS DE GOIÁS,infancia e juventude infracional,2024,34,27,31,53.45
6062,PALMEIRAS DE GOIÁS,juizado especial civel e criminal,2024,665,544,526,49.16
6063,PALMEIRAS DE GOIÁS,juizado especial fazenda publica,2024,101,131,89,40.45
6064,PARANAIGUARA,civel,2024,171,128,136,51.52
6065,PARANAIGUARA,criminal,2024,148,171,74,30.2
6066,PARANAIGUARA,execucao penal,2024,24,17,22,56.41
6067,PARANAIGUARA,familia - interior,2024,136,129,72,35.82
6068,PARANAIGUARA,fazenda publica mista,2024,166,216,153,41.46
6069,PARANAIGUARA,infancia e juventude civel,2024,2,1,2,66.67
6070,PARANAIGUARA,infancia e juventude infracional,2024,9,6,6,50.0
6071,PARANAIGUARA,juizado especial civel,2024,161,86,119,58.05
6072,PARANAIGUARA,juizado especial criminal,2024,36,39,21,35.0
6073,PARANAIGUARA,juizado especial fazenda publica,2024,17,47,16,25.4
6074,PARAÚNA,civel,2024,278,305,224,42.34
6075,PARAÚNA,criminal,2024,252,331,139,29.57
6076,PARAÚNA,execucao penal,2024,42,50,41,45.05
6077,PARAÚNA,familia - interior,2024,180,252,92,26.74
6078,PARAÚNA,fazenda publica mista,2024,263,384,229,37.36
6079,PARAÚNA,infancia e juventude civel,2024,4,4,2,33.33
6080,PARAÚNA,infancia e juventude infracional,2024,10,29,5,14.71
6081,PARAÚNA,juizado especial civel,2024,228,216,174,44.62
6082,PARAÚNA,juizado especial criminal,2024,60,111,32,22.38
6083,PARAÚNA,juizado especial fazenda publica,2024,59,57,59,50.86
6084,PARAÚNA,preprocessual,2024,40,44,3,6.38
6085,PETROLINA DE GOIÁS,civel,2024,138,124,107,46.32
6086,PETROLINA DE GOIÁS,criminal,2024,230,206,167,44.77
6087,PETROLINA DE GOIÁS,execucao penal,2024,47,32,44,57.89
6088,PETROLINA DE GOIÁS,familia - interior,2024,116,107,90,45.69
6089,PETROLINA DE GOIÁS,fazenda publica mista,2024,171,202,158,43.89
6090,PETROLINA DE GOIÁS,infancia e juventude civel,2024,2,8,2,20.0
6091,PETROLINA DE GOIÁS,infancia e juventude infracional,2024,14,14,13,48.15
6092,PETROLINA DE GOIÁS,juizado especial civel,2024,102,99,80,44.69
6093,PETROLINA DE GOIÁS,juizado especial criminal,2024,117,112,93,45.37
6094,PETROLINA DE GOIÁS,juizado especial fazenda publica,2024,29,57,25,30.49
6095,PIRACANJUBA,civel,2024,422,419,321,43.38
6096,PIRACANJUBA,criminal,2024,557,788,281,26.29
6097,PIRACANJUBA,execucao penal,2024,137,82,133,61.86
6098,PIRACANJUBA,familia - interior,2024,287,311,201,39.26
6099,PIRACANJUBA,fazenda publica mista,2024,315,569,242,29.84
6100,PIRACANJUBA,infancia e juventude civel,2024,28,42,17,28.81
6101,PIRACANJUBA,infancia e juventude infracional,2024,20,22,12,35.29
6102,PIRACANJUBA,juizado especial civel,2024,627,500,429,46.18
6103,PIRACANJUBA,juizado especial criminal,2024,170,169,49,22.48
6104,PIRACANJUBA,juizado especial fazenda publica,2024,85,122,82,40.2
6105,PIRANHAS,civel,2024,236,204,184,47.42
6106,PIRANHAS,criminal,2024,262,203,173,46.01
6107,PIRANHAS,execucao penal,2024,30,30,28,48.28
6108,PIRANHAS,familia - interior,2024,213,229,133,36.74
6109,PIRANHAS,fazenda publica mista,2024,635,793,536,40.33
6110,PIRANHAS,infancia e juventude civel,2024,12,10,9,47.37
6111,PIRANHAS,infancia e juventude infracional,2024,13,1,13,92.86
6112,PIRANHAS,juizado especial civel,2024,238,162,182,52.91
6113,PIRANHAS,juizado especial criminal,2024,61,35,47,57.32
6114,PIRANHAS,juizado especial fazenda publica,2024,50,57,49,46.23
6115,PIRENÓPOLIS,civel,2024,372,475,286,37.58
6116,PIRENÓPOLIS,criminal,2024,476,816,232,22.14
6117,PIRENÓPOLIS,execucao penal,2024,60,134,53,28.34
6118,PIRENÓPOLIS,familia - interior,2024,334,570,207,26.64
6119,PIRENÓPOLIS,fazenda publica mista,2024,403,714,319,30.88
6120,PIRENÓPOLIS,infancia e juventude civel,2024,15,18,12,40.0
6121,PIRENÓPOLIS,infancia e juventude infracional,2024,56,54,35,39.33
6122,PIRENÓPOLIS,juizado especial civel,2024,762,1129,503,30.82
6123,PIRENÓPOLIS,juizado especial criminal,2024,609,555,501,47.44
6124,PIRENÓPOLIS,juizado especial fazenda publica,2024,80,173,72,29.39
6125,PIRENÓPOLIS,preprocessual,2024,20,6,14,70.0
6126,PIRES DO RIO,civel,2024,788,462,669,59.15
6127,PIRES DO RIO,criminal,2024,868,811,451,35.74
6128,PIRES DO RIO,execucao penal,2024,146,135,133,49.63
6129,PIRES DO RIO,familia - interior,2024,402,536,206,27.76
6130,PIRES DO RIO,fazenda publica mista,2024,671,905,483,34.8
6131,PIRES DO RIO,infancia e juventude civel,2024,25,45,16,26.23
6132,PIRES DO RIO,infancia e juventude infracional,2024,45,56,18,24.32
6133,PIRES DO RIO,juizado especial civel,2024,729,748,454,37.77
6134,PIRES DO RIO,juizado especial criminal,2024,153,233,51,17.96
6135,PIRES DO RIO,juizado especial fazenda publica,2024,412,565,309,35.35
6136,PIRES DO RIO,preprocessual,2024,118,144,1,0.69
6137,PLANALTINA,civel,2024,1588,1413,1290,47.72
6138,PLANALTINA,criminal,2024,1967,2328,1030,30.67
6139,PLANALTINA,execucao penal,2024,416,603,357,37.19
6140,PLANALTINA,familia - interior,2024,899,923,499,35.09
6141,PLANALTINA,fazenda publica mista,2024,574,1127,531,32.03
6142,PLANALTINA,infancia e juventude civel,2024,38,50,28,35.9
6143,PLANALTINA,infancia e juventude infracional,2024,82,126,50,28.41
6144,PLANALTINA,juizado especial civel e criminal,2024,1804,1453,1413,49.3
6145,PLANALTINA,juizado especial fazenda publica,2024,504,564,493,46.64
6146,PONTALINA,civel,2024,455,361,384,51.54
6147,PONTALINA,criminal,2024,483,647,302,31.82
6148,PONTALINA,execucao penal,2024,66,45,65,59.09
6149,PONTALINA,familia - interior,2024,416,419,306,42.21
6150,PONTALINA,fazenda publica mista,2024,314,480,246,33.88
6151,PONTALINA,infancia e juventude civel,2024,11,4,10,71.43
6152,PONTALINA,infancia e juventude infracional,2024,16,30,11,26.83
6153,PONTALINA,juizado especial civel,2024,243,225,152,40.32
6154,PONTALINA,juizado especial criminal,2024,270,266,132,33.17
6155,PONTALINA,juizado especial fazenda publica,2024,35,36,28,43.75
6156,PORANGATU,civel,2024,1589,1261,1321,51.16
6157,PORANGATU,criminal,2024,1089,1207,703,36.81
6158,PORANGATU,execucao penal,2024,287,124,258,67.54
6159,PORANGATU,familia - interior,2024,510,866,278,24.3
6160,PORANGATU,fazenda publica mista,2024,1269,2849,1006,26.1
6161,PORANGATU,fazenda publica mista  execucao fiscal,2024,53,278,46,14.2
6162,PORANGATU,infancia e juventude civel,2024,26,17,16,48.48
6163,PORANGATU,infancia e juventude infracional,2024,87,72,40,35.71
6164,PORANGATU,juizado especial civel,2024,1735,1616,921,36.3
6165,PORANGATU,juizado especial criminal,2024,406,249,225,47.47
6166,PORANGATU,juizado especial fazenda publica,2024,211,282,199,41.37
6167,PORANGATU,preprocessual,2024,1625,2043,224,9.88
6168,POSSE,civel,2024,633,608,494,44.83
6169,POSSE,criminal,2024,915,768,589,43.4
6170,POSSE,execucao penal,2024,94,52,91,63.64
6171,POSSE,familia - interior,2024,348,343,214,38.42
6172,POSSE,fazenda publica mista,2024,845,644,747,53.7
6173,POSSE,infancia e juventude civel,2024,28,28,10,26.32
6174,POSSE,infancia e juventude infracional,2024,32,29,22,43.14
6175,POSSE,juizado especial civel,2024,505,467,372,44.34
6176,POSSE,juizado especial criminal,2024,190,136,149,52.28
6177,POSSE,juizado especial fazenda publica,2024,110,125,95,43.18
6178,QUIRINÓPOLIS,civel,2024,2752,2192,2482,53.1
6179,QUIRINÓPOLIS,criminal,2024,1127,1192,552,31.65
6180,QUIRINÓPOLIS,execucao penal,2024,207,225,168,42.75
6181,QUIRINÓPOLIS,familia - interior,2024,916,1361,606,30.81
6182,QUIRINÓPOLIS,fazenda publica mista,2024,820,1194,787,39.73
6183,QUIRINÓPOLIS,infancia e juventude civel,2024,88,134,39,22.54
6184,QUIRINÓPOLIS,infancia e juventude infracional,2024,56,65,15,18.75
6185,QUIRINÓPOLIS,juizado especial civel,2024,1854,1716,1058,38.14
6186,QUIRINÓPOLIS,juizado especial criminal,2024,244,150,163,52.08
6187,QUIRINÓPOLIS,juizado especial fazenda publica,2024,145,76,139,64.65
6188,RIALMA,civel,2024,439,224,394,63.75
6189,RIALMA,criminal,2024,323,324,217,40.11
6190,RIALMA,execucao penal,2024,48,45,47,51.09
6191,RIALMA,familia - interior,2024,247,351,181,34.02
6192,RIALMA,fazenda publica mista,2024,512,933,421,31.09
6193,RIALMA,infancia e juventude civel,2024,8,15,4,21.05
6194,RIALMA,infancia e juventude infracional,2024,17,13,16,55.17
6195,RIALMA,juizado especial civel,2024,297,296,224,43.08
6196,RIALMA,juizado especial criminal,2024,86,77,67,46.53
6197,RIALMA,juizado especial fazenda publica,2024,89,203,78,27.76
6198,RIO VERDE,criminal,2024,3250,3846,1623,29.68
6199,RIO VERDE,execucao penal,2024,1274,1099,1105,50.14
6200,RIO VERDE,fazenda publica mista,2024,2338,4957,1800,26.64
6201,RIO VERDE,infancia e juventude civel,2024,391,506,189,27.19
6202,RIO VERDE,infancia e juventude infracional,2024,320,333,142,29.89
6203,RIO VERDE,juizado de violencia domestica,2024,2470,2420,1157,32.35
6204,RIO VERDE,juizado especial civel,2024,2912,3273,922,21.98
6205,RIO VERDE,juizado especial civel e criminal,2024,3256,3763,1287,25.49
6206,RIO VERDE,juizado especial criminal,2024,461,508,156,23.49
6207,RIO VERDE,juizado especial fazenda publica,2024,480,672,444,39.78
6208,RIO VERDE,preprocessual,2024,313,360,55,13.25
6209,RIO VERDE,upj civel,2024,6340,5398,4895,47.56
6210,RIO VERDE,upj familia interior,2024,3046,4175,1351,24.45
6211,RUBIATABA,civel,2024,539,426,424,49.88
6212,RUBIATABA,criminal,2024,521,601,385,39.05
6213,RUBIATABA,execucao penal,2024,127,162,117,41.94
6214,RUBIATABA,familia - interior,2024,463,532,357,40.16
6215,RUBIATABA,fazenda publica mista,2024,941,1188,823,40.92
6216,RUBIATABA,infancia e juventude civel,2024,20,17,16,48.48
6217,RUBIATABA,infancia e juventude infracional,2024,43,23,38,62.3
6218,RUBIATABA,juizado especial civel,2024,673,599,345,36.55
6219,RUBIATABA,juizado especial criminal,2024,88,115,55,32.35
6220,RUBIATABA,juizado especial fazenda publica,2024,525,339,453,57.2
6221,SANCLERLÂNDIA,civel,2024,266,201,218,52.03
6222,SANCLERLÂNDIA,criminal,2024,234,282,115,28.97
6223,SANCLERLÂNDIA,execucao penal,2024,64,88,42,32.31
6224,SANCLERLÂNDIA,familia - interior,2024,179,214,132,38.15
6225,SANCLERLÂNDIA,fazenda publica mista,2024,185,320,138,30.13
6226,SANCLERLÂNDIA,infancia e juventude civel,2024,4,7,3,30.0
6227,SANCLERLÂNDIA,infancia e juventude infracional,2024,17,19,15,44.12
6228,SANCLERLÂNDIA,juizado especial civel,2024,405,449,297,39.81
6229,SANCLERLÂNDIA,juizado especial criminal,2024,63,56,42,42.86
6230,SANCLERLÂNDIA,juizado especial fazenda publica,2024,63,82,51,38.35
6231,SANTA CRUZ DE GOIÁS,civel,2024,172,147,146,49.83
6232,SANTA CRUZ DE GOIÁS,criminal,2024,165,164,120,42.25
6233,SANTA CRUZ DE GOIÁS,execucao penal,2024,61,40,59,59.6
6234,SANTA CRUZ DE GOIÁS,familia - interior,2024,121,166,63,27.51
6235,SANTA CRUZ DE GOIÁS,fazenda publica mista,2024,328,396,302,43.27
6236,SANTA CRUZ DE GOIÁS,infancia e juventude civel,2024,12,13,6,31.58
6237,SANTA CRUZ DE GOIÁS,infancia e juventude infracional,2024,10,6,8,57.14
6238,SANTA CRUZ DE GOIÁS,juizado especial civel,2024,109,148,79,34.8
6239,SANTA CRUZ DE GOIÁS,juizado especial criminal,2024,36,39,16,29.09
6240,SANTA CRUZ DE GOIÁS,juizado especial fazenda publica,2024,61,55,46,45.54
6241,SANTA HELENA DE GOIÁS,civel,2024,796,969,583,37.56
6242,SANTA HELENA DE GOIÁS,criminal,2024,918,898,618,40.77
6243,SANTA HELENA DE GOIÁS,execucao penal,2024,113,94,106,53.0
6244,SANTA HELENA DE GOIÁS,familia - interior,2024,461,647,299,31.61
6245,SANTA HELENA DE GOIÁS,fazenda publica mista,2024,196,1788,132,6.88
6246,SANTA HELENA DE GOIÁS,infancia e juventude civel,2024,43,50,19,27.54
6247,SANTA HELENA DE GOIÁS,infancia e juventude infracional,2024,67,80,40,33.33
6248,SANTA HELENA DE GOIÁS,juizado especial civel,2024,1560,1959,693,26.13
6249,SANTA HELENA DE GOIÁS,juizado especial criminal,2024,178,184,85,31.6
6250,SANTA HELENA DE GOIÁS,juizado especial fazenda publica,2024,283,114,266,70.0
6251,SANTA TEREZINHA DE GOIÁS,civel,2024,607,376,556,59.66
6252,SANTA TEREZINHA DE GOIÁS,criminal,2024,254,399,147,26.92
6253,SANTA TEREZINHA DE GOIÁS,execucao penal,2024,23,18,21,53.85
6254,SANTA TEREZINHA DE GOIÁS,familia - interior,2024,139,121,114,48.51
6255,SANTA TEREZINHA DE GOIÁS,fazenda publica mista,2024,252,594,206,25.75
6256,SANTA TEREZINHA DE GOIÁS,infancia e juventude civel,2024,10,8,5,38.46
6257,SANTA TEREZINHA DE GOIÁS,infancia e juventude infracional,2024,7,11,4,26.67
6258,SANTA TEREZINHA DE GOIÁS,juizado especial civel,2024,333,275,246,47.22
6259,SANTA TEREZINHA DE GOIÁS,juizado especial criminal,2024,68,62,48,43.64
6260,SANTA TEREZINHA DE GOIÁS,juizado especial fazenda publica,2024,15,34,13,27.66
6261,SANTO ANTÔNIO DO DESCOBERTO,civel,2024,817,871,547,38.58
6262,SANTO ANTÔNIO DO DESCOBERTO,criminal,2024,1288,1837,874,32.24
6263,SANTO ANTÔNIO DO DESCOBERTO,execucao penal,2024,372,227,351,60.73
6264,SANTO ANTÔNIO DO DESCOBERTO,familia - interior,2024,790,736,532,41.96
6265,SANTO ANTÔNIO DO DESCOBERTO,fazenda publica mista,2024,1662,3367,1433,29.85
6266,SANTO ANTÔNIO DO DESCOBERTO,infancia e juventude civel,2024,59,37,46,55.42
6267,SANTO ANTÔNIO DO DESCOBERTO,infancia e juventude infracional,2024,57,53,29,35.37
6268,SANTO ANTÔNIO DO DESCOBERTO,juizado especial civel,2024,1057,1144,659,36.55
6269,SANTO ANTÔNIO DO DESCOBERTO,juizado especial criminal,2024,303,382,115,23.14
6270,SANTO ANTÔNIO DO DESCOBERTO,juizado especial fazenda publica,2024,294,406,252,38.3
6271,SENADOR CANEDO,civel,2024,3595,3474,3055,46.79
6272,SENADOR CANEDO,criminal,2024,2998,3647,1356,27.1
6273,SENADOR CANEDO,execucao penal,2024,527,284,474,62.53
6274,SENADOR CANEDO,familia - interior,2024,1783,2007,960,32.36
6275,SENADOR CANEDO,fazenda publica mista,2024,472,915,344,27.32
6276,SENADOR CANEDO,fazenda publica mista  execucao fiscal,2024,905,3712,578,13.47
6277,SENADOR CANEDO,infancia e juventude civel,2024,103,81,71,46.71
6278,SENADOR CANEDO,infancia e juventude infracional,2024,85,77,57,42.54
6279,SENADOR CANEDO,juizado especial civel,2024,3130,3298,1993,37.67
6280,SENADOR CANEDO,juizado especial criminal,2024,549,513,453,46.89
6281,SENADOR CANEDO,juizado especial fazenda publica,2024,1249,1242,984,44.2
6282,SENADOR CANEDO,preprocessual,2024,53,50,6,10.71
6283,SERRANÓPOLIS,civel,2024,294,347,212,37.92
6284,SERRANÓPOLIS,criminal,2024,538,520,314,37.65
6285,SERRANÓPOLIS,execucao penal,2024,72,50,50,50.0
6286,SERRANÓPOLIS,familia - interior,2024,251,281,117,29.4
6287,SERRANÓPOLIS,fazenda publica mista,2024,88,366,67,15.47
6288,SERRANÓPOLIS,infancia e juventude civel,2024,17,27,12,30.77
6289,SERRANÓPOLIS,infancia e juventude infracional,2024,26,22,19,46.34
6290,SERRANÓPOLIS,juizado especial civel,2024,211,338,156,31.58
6291,SERRANÓPOLIS,juizado especial criminal,2024,104,58,89,60.54
6292,SERRANÓPOLIS,juizado especial fazenda publica,2024,20,21,19,47.5
6293,SILVÂNIA,civel,2024,723,497,621,55.55
6294,SILVÂNIA,criminal,2024,427,613,343,35.88
6295,SILVÂNIA,execucao penal,2024,74,47,70,59.83
6296,SILVÂNIA,familia - interior,2024,291,444,219,33.03
6297,SILVÂNIA,fazenda publica mista,2024,143,462,99,17.65
6298,SILVÂNIA,infancia e juventude civel,2024,18,16,14,46.67
6299,SILVÂNIA,infancia e juventude infracional,2024,30,33,26,44.07
6300,SILVÂNIA,juizado especial civel,2024,728,839,496,37.15
6301,SILVÂNIA,juizado especial criminal,2024,122,184,108,36.99
6302,SILVÂNIA,juizado especial fazenda publica,2024,266,119,235,66.38
6303,SÃO DOMINGOS,civel,2024,173,311,111,26.3
6304,SÃO DOMINGOS,criminal,2024,250,462,121,20.75
6305,SÃO DOMINGOS,execucao penal,2024,29,57,27,32.14
6306,SÃO DOMINGOS,familia - interior,2024,120,204,73,26.35
6307,SÃO DOMINGOS,fazenda publica mista,2024,258,598,210,25.99
6308,SÃO DOMINGOS,infancia e juventude civel,2024,8,11,6,35.29
6309,SÃO DOMINGOS,infancia e juventude infracional,2024,5,11,2,15.38
6310,SÃO DOMINGOS,juizado especial civel,2024,104,183,62,25.31
6311,SÃO DOMINGOS,juizado especial criminal,2024,33,85,18,17.48
6312,SÃO DOMINGOS,juizado especial fazenda publica,2024,43,59,40,40.4
6313,SÃO LUÍS DE MONTES BELOS,civel,2024,1067,1108,785,41.47
6314,SÃO LUÍS DE MONTES BELOS,criminal,2024,845,703,552,43.98
6315,SÃO LUÍS DE MONTES BELOS,execucao penal,2024,201,160,179,52.8
6316,SÃO LUÍS DE MONTES BELOS,familia - interior,2024,588,582,469,44.62
6317,SÃO LUÍS DE MONTES BELOS,fazenda publica mista,2024,653,977,572,36.93
6318,SÃO LUÍS DE MONTES BELOS,infancia e juventude civel,2024,43,41,19,31.67
6319,SÃO LUÍS DE MONTES BELOS,infancia e juventude infracional,2024,36,80,9,10.11
6320,SÃO LUÍS DE MONTES BELOS,juizado especial civel,2024,1121,1546,686,30.73
6321,SÃO LUÍS DE MONTES BELOS,juizado especial criminal,2024,140,355,102,22.32
6322,SÃO LUÍS DE MONTES BELOS,juizado especial fazenda publica,2024,240,287,229,44.38
6323,SÃO LUÍS DE MONTES BELOS,preprocessual,2024,44,64,0,0.0
6324,SÃO MIGUEL DO ARAGUAIA,civel,2024,1426,505,1332,72.51
6325,SÃO MIGUEL DO ARAGUAIA,criminal,2024,510,785,227,22.43
6326,SÃO MIGUEL DO ARAGUAIA,execucao penal,2024,76,105,67,38.95
6327,SÃO MIGUEL DO ARAGUAIA,familia - interior,2024,193,230,123,34.84
6328,SÃO MIGUEL DO ARAGUAIA,fazenda publica mista,2024,667,1274,564,30.69
6329,SÃO MIGUEL DO ARAGUAIA,infancia e juventude civel,2024,16,18,12,40.0
6330,SÃO MIGUEL DO ARAGUAIA,infancia e juventude infracional,2024,13,14,8,36.36
6331,SÃO MIGUEL DO ARAGUAIA,juizado especial civel,2024,858,1149,454,28.32
6332,SÃO MIGUEL DO ARAGUAIA,juizado especial criminal,2024,75,89,55,38.19
6333,SÃO MIGUEL DO ARAGUAIA,juizado especial fazenda publica,2024,63,68,61,47.29
6334,SÃO SIMÃO,civel,2024,302,322,229,41.56
6335,SÃO SIMÃO,criminal,2024,490,447,249,35.78
6336,SÃO SIMÃO,execucao penal,2024,93,21,85,80.19
6337,SÃO SIMÃO,familia - interior,2024,296,324,176,35.2
6338,SÃO SIMÃO,fazenda publica mista,2024,296,420,267,38.86
6339,SÃO SIMÃO,infancia e juventude civel,2024,11,16,2,11.11
6340,SÃO SIMÃO,infancia e juventude infracional,2024,15,45,9,16.67
6341,SÃO SIMÃO,juizado especial civel,2024,379,378,211,35.82
6342,SÃO SIMÃO,juizado especial criminal,2024,148,181,77,29.84
6343,SÃO SIMÃO,juizado especial fazenda publica,2024,25,36,22,37.93
6344,TAQUARAL DE GOIÁS,civel,2024,204,185,172,48.18
6345,TAQUARAL DE GOIÁS,criminal,2024,153,152,101,39.92
6346,TAQUARAL DE GOIÁS,execucao penal,2024,10,26,10,27.78
6347,TAQUARAL DE GOIÁS,familia - interior,2024,130,199,91,31.38
6348,TAQUARAL DE GOIÁS,fazenda publica mista,2024,280,494,257,34.22
6349,TAQUARAL DE GOIÁS,infancia e juventude civel,2024,7,5,6,54.55
6350,TAQUARAL DE GOIÁS,infancia e juventude infracional,2024,7,9,5,35.71
6351,TAQUARAL DE GOIÁS,juizado especial civel,2024,172,161,110,40.59
6352,TAQUARAL DE GOIÁS,juizado especial criminal,2024,41,36,30,45.45
6353,TAQUARAL DE GOIÁS,juizado especial fazenda publica,2024,28,41,22,34.92
