,comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
4130,CAMPINORTE,juizado especial civel,2023,406,491,316,39.16
4131,CAMPINORTE,juizado especial criminal,2023,39,97,19,16.38
4132,CAMPINORTE,juizado especial fazenda publica,2023,149,78,143,64.71
4133,CAMPOS BELOS,civel,2023,218,306,180,37.04
4134,CAMPOS BELOS,criminal,2023,502,595,380,38.97
4135,CAMPOS BELOS,execucao penal,2023,62,39,60,60.61
4136,CAMPOS BELOS,familia - interior,2023,209,217,170,43.93
4137,CAMPOS BELOS,fazenda publica mista,2023,314,238,303,56.01
4138,CAMPOS BELOS,infancia e juventude civel,2023,15,25,8,24.24
4139,CAMPOS BELOS,infancia e juventude infracional,2023,71,88,48,35.29
4140,CAMPOS BELOS,juizado especial civel,2023,132,147,68,31.63
4141,CAMPOS BELOS,juizado especial civel e criminal,2023,94,49,84,63.16
4142,CAMPOS BELOS,juizado especial fazenda publica,2023,54,42,44,51.16
4143,CAMPOS BELOS,preprocessual,2023,20,32,0,0.0
4144,CATALÃO,civel,2023,2464,2794,2122,43.17
4145,CATALÃO,criminal,2023,2971,4625,1269,21.53
4146,CATALÃO,execucao penal,2023,976,659,652,49.73
4147,CATALÃO,familia - interior,2023,1626,2001,958,32.38
4148,CATALÃO,fazenda publica estadual - execucao fiscal,2023,73,590,72,10.88
4149,CATALÃO,fazenda publica estadual interior,2023,371,525,260,33.12
4150,CATALÃO,fazenda publica municipal - execucao fiscal,2023,359,518,287,35.65
4151,CATALÃO,fazenda publica municipal interior,2023,331,373,254,40.51
4152,CATALÃO,infancia e juventude civel,2023,131,129,81,38.57
4153,CATALÃO,infancia e juventude infracional,2023,111,182,27,12.92
4154,CATALÃO,juizado especial civel,2023,4061,5446,1832,25.17
4155,CATALÃO,juizado especial criminal,2023,487,771,256,24.93
4156,CATALÃO,juizado especial fazenda publica,2023,478,474,431,47.62
4157,CATALÃO,preprocessual,2023,308,277,91,24.73
4158,CAVALCANTE,civel,2023,131,59,124,67.76
4159,CAVALCANTE,criminal,2023,217,307,142,31.63
4160,CAVALCANTE,execucao penal,2023,45,6,43,87.76
4161,CAVALCANTE,familia - interior,2023,206,192,133,40.92
4162,CAVALCANTE,fazenda publica mista,2023,127,254,122,32.45
4163,CAVALCANTE,infancia e juventude civel,2023,9,4,8,66.67
4164,CAVALCANTE,infancia e juventude infracional,2023,13,14,9,39.13
4165,CAVALCANTE,juizado especial civel,2023,66,56,60,51.72
4166,CAVALCANTE,juizado especial criminal,2023,39,87,28,24.35
4167,CAVALCANTE,juizado especial fazenda publica,2023,19,3,18,85.71
4168,CAÇU,civel,2023,468,528,382,41.98
4169,CAÇU,criminal,2023,385,369,262,41.52
4170,CAÇU,execucao penal,2023,28,42,26,38.24
4171,CAÇU,familia - interior,2023,386,530,191,26.49
4172,CAÇU,fazenda publica mista,2023,328,308,294,48.84
4173,CAÇU,infancia e juventude civel,2023,17,27,11,28.95
4174,CAÇU,infancia e juventude infracional,2023,27,43,17,28.33
4175,CAÇU,juizado especial civel,2023,319,421,207,32.96
4176,CAÇU,juizado especial criminal,2023,171,201,126,38.53
4177,CAÇU,juizado especial fazenda publica,2023,55,23,50,68.49
4178,CERES,civel,2023,479,546,368,40.26
4179,CERES,criminal,2023,503,644,347,35.02
4180,CERES,execucao penal,2023,89,29,83,74.11
4181,CERES,familia - interior,2023,450,601,252,29.54
4182,CERES,fazenda publica mista,2023,799,1376,696,33.59
4183,CERES,infancia e juventude civel,2023,14,18,9,33.33
4184,CERES,infancia e juventude infracional,2023,53,71,40,36.04
4185,CERES,juizado especial civel,2023,1607,2621,1025,28.11
4186,CERES,juizado especial criminal,2023,161,170,123,41.98
4187,CERES,juizado especial fazenda publica,2023,333,194,316,61.96
4188,CERES,preprocessual,2023,4,0,4,100.0
4189,CIDADE OCIDENTAL,civel,2023,1306,1409,912,39.29
4190,CIDADE OCIDENTAL,criminal,2023,1339,1932,511,20.92
4191,CIDADE OCIDENTAL,execucao penal,2023,186,134,175,56.63
4192,CIDADE OCIDENTAL,familia - interior,2023,839,1049,313,22.98
4193,CIDADE OCIDENTAL,fazenda publica mista,2023,179,3465,138,3.83
4194,CIDADE OCIDENTAL,infancia e juventude civel,2023,90,88,43,32.82
4195,CIDADE OCIDENTAL,infancia e juventude infracional,2023,57,62,13,17.33
4196,CIDADE OCIDENTAL,juizado especial civel,2023,1587,1741,812,31.81
4197,CIDADE OCIDENTAL,juizado especial criminal,2023,1180,1532,418,21.44
4198,CIDADE OCIDENTAL,juizado especial fazenda publica,2023,101,46,97,67.83
4199,CIDADE OCIDENTAL,preprocessual,2023,1394,1307,171,11.57
4200,COCALZINHO DE GOIÁS,civel,2023,192,145,175,54.69
4201,COCALZINHO DE GOIÁS,criminal,2023,317,364,213,36.92
4202,COCALZINHO DE GOIÁS,execucao penal,2023,37,23,34,59.65
4203,COCALZINHO DE GOIÁS,familia - interior,2023,220,245,173,41.39
4204,COCALZINHO DE GOIÁS,fazenda publica mista,2023,70,178,63,26.14
4205,COCALZINHO DE GOIÁS,infancia e juventude civel,2023,11,8,8,50.0
4206,COCALZINHO DE GOIÁS,infancia e juventude infracional,2023,17,24,14,36.84
4207,COCALZINHO DE GOIÁS,juizado especial civel,2023,117,145,106,42.23
4208,COCALZINHO DE GOIÁS,juizado especial criminal,2023,83,132,82,38.32
4209,COCALZINHO DE GOIÁS,juizado especial fazenda publica,2023,69,12,66,84.62
4210,CORUMBAÍBA,civel,2023,203,143,178,55.45
4211,CORUMBAÍBA,criminal,2023,181,256,146,36.32
4212,CORUMBAÍBA,execucao penal,2023,9,35,9,20.45
4213,CORUMBAÍBA,familia - interior,2023,179,213,146,40.67
4214,CORUMBAÍBA,fazenda publica mista,2023,183,417,164,28.23
4215,CORUMBAÍBA,infancia e juventude civel,2023,4,10,3,23.08
4216,CORUMBAÍBA,infancia e juventude infracional,2023,11,18,6,25.0
4217,CORUMBAÍBA,juizado especial civel,2023,245,276,199,41.89
4218,CORUMBAÍBA,juizado especial criminal,2023,64,71,47,39.83
4219,CORUMBAÍBA,juizado especial fazenda publica,2023,109,33,107,76.43
4220,CORUMBAÍBA,preprocessual,2023,444,99,417,80.81
4221,CORUMBÁ DE GOIÁS,civel,2023,121,107,96,47.29
4222,CORUMBÁ DE GOIÁS,criminal,2023,264,235,169,41.83
4223,CORUMBÁ DE GOIÁS,execucao penal,2023,24,33,22,40.0
4224,CORUMBÁ DE GOIÁS,familia - interior,2023,106,119,66,35.68
4225,CORUMBÁ DE GOIÁS,fazenda publica mista,2023,57,76,33,30.28
4226,CORUMBÁ DE GOIÁS,infancia e juventude civel,2023,8,7,3,30.0
4227,CORUMBÁ DE GOIÁS,infancia e juventude infracional,2023,15,13,8,38.1
4228,CORUMBÁ DE GOIÁS,juizado especial civel,2023,134,112,114,50.44
4229,CORUMBÁ DE GOIÁS,juizado especial criminal,2023,100,140,65,31.71
4230,CORUMBÁ DE GOIÁS,juizado especial fazenda publica,2023,34,24,33,57.89
4231,CRISTALINA,civel,2023,765,622,668,51.78
4232,CRISTALINA,criminal,2023,1088,1067,620,36.75
4233,CRISTALINA,execucao penal,2023,110,128,95,42.6
4234,CRISTALINA,familia - interior,2023,564,556,377,40.41
4235,CRISTALINA,fazenda publica mista,2023,237,880,206,18.97
4236,CRISTALINA,infancia e juventude civel,2023,112,87,76,46.63
4237,CRISTALINA,infancia e juventude infracional,2023,53,50,35,41.18
4238,CRISTALINA,juizado especial civel,2023,494,482,409,45.9
4239,CRISTALINA,juizado especial criminal,2023,168,214,121,36.12
4240,CRISTALINA,juizado especial fazenda publica,2023,259,242,225,48.18
4241,CRISTALINA,preprocessual,2023,346,343,76,18.14
4242,CRIXÁS,civel,2023,257,275,192,41.11
4243,CRIXÁS,criminal,2023,326,446,217,32.73
4244,CRIXÁS,execucao penal,2023,45,37,44,54.32
4245,CRIXÁS,familia - interior,2023,250,262,159,37.77
4246,CRIXÁS,fazenda publica mista,2023,382,512,320,38.46
4247,CRIXÁS,infancia e juventude civel,2023,6,5,4,44.44
4248,CRIXÁS,infancia e juventude infracional,2023,38,29,22,43.14
4249,CRIXÁS,juizado especial civel,2023,499,359,377,51.22
4250,CRIXÁS,juizado especial criminal,2023,111,108,91,45.73
4251,CRIXÁS,juizado especial fazenda publica,2023,58,26,49,65.33
4252,EDÉIA,civel,2023,192,253,180,41.57
4253,EDÉIA,criminal,2023,242,369,155,29.58
4254,EDÉIA,execucao penal,2023,98,36,94,72.31
4255,EDÉIA,familia - interior,2023,227,284,191,40.21
4256,EDÉIA,fazenda publica mista,2023,222,275,204,42.59
4257,EDÉIA,infancia e juventude civel,2023,3,5,2,28.57
4258,EDÉIA,infancia e juventude infracional,2023,21,16,18,52.94
4259,EDÉIA,juizado especial civel,2023,200,313,181,36.64
4260,EDÉIA,juizado especial criminal,2023,69,76,51,40.16
4261,EDÉIA,juizado especial fazenda publica,2023,47,27,46,63.01
4262,ESTRELA DO NORTE,civel,2023,381,136,345,71.73
4263,ESTRELA DO NORTE,criminal,2023,129,112,75,40.11
4264,ESTRELA DO NORTE,execucao penal,2023,36,42,21,33.33
4265,ESTRELA DO NORTE,familia - interior,2023,150,116,98,45.79
4266,ESTRELA DO NORTE,fazenda publica mista,2023,274,327,254,43.72
4267,ESTRELA DO NORTE,infancia e juventude civel,2023,12,5,8,61.54
4268,ESTRELA DO NORTE,infancia e juventude infracional,2023,8,11,5,31.25
4269,ESTRELA DO NORTE,juizado especial civel,2023,257,116,217,65.17
4270,ESTRELA DO NORTE,juizado especial criminal,2023,11,25,9,26.47
4271,ESTRELA DO NORTE,juizado especial fazenda publica,2023,62,14,61,81.33
4272,FAZENDA NOVA,civel,2023,76,93,67,41.88
4273,FAZENDA NOVA,criminal,2023,107,92,70,43.21
4274,FAZENDA NOVA,execucao penal,2023,12,24,12,33.33
4275,FAZENDA NOVA,familia - interior,2023,115,127,77,37.75
4276,FAZENDA NOVA,fazenda publica mista,2023,220,167,203,54.86
4277,FAZENDA NOVA,infancia e juventude civel,2023,4,5,1,16.67
4278,FAZENDA NOVA,infancia e juventude infracional,2023,6,2,5,71.43
4279,FAZENDA NOVA,juizado especial civel,2023,116,131,61,31.77
4280,FAZENDA NOVA,juizado especial criminal,2023,22,18,19,51.35
4281,FAZENDA NOVA,juizado especial fazenda publica,2023,68,74,52,41.27
4282,FIRMINÓPOLIS,civel,2023,258,260,205,44.09
4283,FIRMINÓPOLIS,criminal,2023,148,276,91,24.8
4284,FIRMINÓPOLIS,execucao penal,2023,71,39,67,63.21
4285,FIRMINÓPOLIS,familia - interior,2023,136,173,97,35.93
4286,FIRMINÓPOLIS,fazenda publica mista,2023,180,528,163,23.59
4287,FIRMINÓPOLIS,infancia e juventude civel,2023,5,11,3,21.43
4288,FIRMINÓPOLIS,infancia e juventude infracional,2023,10,14,6,30.0
4289,FIRMINÓPOLIS,juizado especial civel,2023,188,176,131,42.67
4290,FIRMINÓPOLIS,juizado especial criminal,2023,33,60,24,28.57
4291,FIRMINÓPOLIS,juizado especial fazenda publica,2023,61,89,55,38.19
4292,FLORES DE GOIÁS,civel,2023,119,75,106,58.56
4293,FLORES DE GOIÁS,criminal,2023,176,212,115,35.17
4294,FLORES DE GOIÁS,execucao penal,2023,33,5,33,86.84
4295,FLORES DE GOIÁS,familia - interior,2023,148,86,124,59.05
4296,FLORES DE GOIÁS,fazenda publica mista,2023,227,261,218,45.51
4297,FLORES DE GOIÁS,infancia e juventude civel,2023,20,10,14,58.33
4298,FLORES DE GOIÁS,infancia e juventude infracional,2023,8,6,8,57.14
4299,FLORES DE GOIÁS,juizado especial civel,2023,57,56,41,42.27
4300,FLORES DE GOIÁS,juizado especial criminal,2023,40,31,36,53.73
4301,FLORES DE GOIÁS,juizado especial fazenda publica,2023,38,3,38,92.68
4302,FORMOSA,civel,2023,2,265,0,0.0
4303,FORMOSA,criminal,2023,220,388,129,24.95
4304,FORMOSA,execucao penal,2023,624,337,578,63.17
4305,FORMOSA,familia - interior,2023,1,71,0,0.0
4306,FORMOSA,fazenda publica mista,2023,11606,2245,11558,83.74
4307,FORMOSA,infancia e juventude civel,2023,167,163,62,27.56
4308,FORMOSA,infancia e juventude infracional,2023,171,161,93,36.61
4309,FORMOSA,juizado especial civel,2023,2088,1348,1438,51.62
4310,FORMOSA,juizado especial criminal,2023,526,480,406,45.82
4311,FORMOSA,juizado especial fazenda publica,2023,776,207,757,78.53
4312,FORMOSA,preprocessual,2023,48,76,0,0.0
4313,FORMOSA,upj civel,2023,2190,1810,1797,49.82
4314,FORMOSA,upj criminal,2023,2445,3401,1300,27.65
4315,FORMOSA,upj familia interior,2023,1384,1650,872,34.58
4316,FORMOSO,civel,2023,276,343,215,38.53
4317,FORMOSO,criminal,2023,111,151,77,33.77
4318,FORMOSO,execucao penal,2023,29,10,28,73.68
4319,FORMOSO,familia - interior,2023,117,173,51,22.77
4320,FORMOSO,fazenda publica mista,2023,280,645,270,29.51
4321,FORMOSO,infancia e juventude civel,2023,14,17,5,22.73
4322,FORMOSO,infancia e juventude infracional,2023,9,21,7,25.0
4323,FORMOSO,juizado especial civel,2023,421,487,271,35.75
4324,FORMOSO,juizado especial criminal,2023,16,55,8,12.7
4325,FORMOSO,juizado especial fazenda publica,2023,84,33,81,71.05
4326,GOIANDIRA,civel,2023,192,210,157,42.78
4327,GOIANDIRA,criminal,2023,168,218,109,33.33
4328,GOIANDIRA,execucao penal,2023,48,73,44,37.61
4329,GOIANDIRA,familia - interior,2023,150,232,102,30.54
4330,GOIANDIRA,fazenda publica mista,2023,95,160,81,33.61
4331,GOIANDIRA,infancia e juventude civel,2023,10,7,9,56.25
4332,GOIANDIRA,infancia e juventude infracional,2023,29,24,27,52.94
4333,GOIANDIRA,juizado especial civel,2023,282,323,152,32.0
4334,GOIANDIRA,juizado especial criminal,2023,99,112,65,36.72
4335,GOIANDIRA,juizado especial fazenda publica,2023,181,93,149,61.57
4336,GOIANIRA,civel,2023,1334,1470,1144,43.76
4337,GOIANIRA,criminal,2023,1291,1691,839,33.16
4338,GOIANIRA,execucao penal,2023,207,61,202,76.81
4339,GOIANIRA,familia - interior,2023,810,1012,507,33.38
4340,GOIANIRA,fazenda publica mista,2023,269,838,203,19.5
4341,GOIANIRA,infancia e juventude civel,2023,50,68,37,35.24
4342,GOIANIRA,infancia e juventude infracional,2023,93,78,57,42.22
4343,GOIANIRA,juizado especial civel,2023,895,1043,739,41.47
4344,GOIANIRA,juizado especial criminal,2023,356,517,207,28.59
4345,GOIANIRA,juizado especial fazenda publica,2023,144,58,139,70.56
4346,GOIANIRA,preprocessual,2023,423,402,29,6.73
4347,GOIANÁPOLIS,civel,2023,323,196,293,59.92
4348,GOIANÁPOLIS,criminal,2023,442,561,342,37.87
4349,GOIANÁPOLIS,execucao penal,2023,74,10,73,87.95
4350,GOIANÁPOLIS,familia - interior,2023,290,366,204,35.79
4351,GOIANÁPOLIS,fazenda publica mista,2023,77,190,68,26.36
4352,GOIANÁPOLIS,infancia e juventude civel,2023,11,9,10,52.63
4353,GOIANÁPOLIS,infancia e juventude infracional,2023,37,25,32,56.14
4354,GOIANÁPOLIS,juizado especial civel,2023,186,200,155,43.66
4355,GOIANÁPOLIS,juizado especial criminal,2023,108,222,95,29.97
4356,GOIANÁPOLIS,juizado especial fazenda publica,2023,33,21,30,58.82
4357,GOIANÉSIA,civel,2023,1334,1376,1086,44.11
4358,GOIANÉSIA,criminal,2023,1784,2602,1118,30.05
4359,GOIANÉSIA,execucao penal,2023,228,185,206,52.69
4360,GOIANÉSIA,familia - interior,2023,1046,1449,672,31.68
4361,GOIANÉSIA,fazenda publica mista,2023,2795,2428,2602,51.73
4362,GOIANÉSIA,infancia e juventude civel,2023,115,152,77,33.62
4363,GOIANÉSIA,infancia e juventude infracional,2023,99,145,76,34.39
4364,GOIANÉSIA,juizado especial civel,2023,1673,1735,1242,41.72
4365,GOIANÉSIA,juizado especial criminal,2023,211,278,187,40.22
4366,GOIANÉSIA,juizado especial fazenda publica,2023,347,218,335,60.58
4367,GOIANÉSIA,preprocessual,2023,68,120,30,20.0
4368,GOIATUBA,civel,2023,909,1383,644,31.77
4369,GOIATUBA,criminal,2023,652,969,360,27.09
4370,GOIATUBA,execucao penal,2023,140,90,125,58.14
4371,GOIATUBA,familia - interior,2023,672,942,344,26.75
4372,GOIATUBA,fazenda publica mista,2023,576,1148,486,29.74
4373,GOIATUBA,infancia e juventude civel,2023,36,24,24,50.0
4374,GOIATUBA,infancia e juventude infracional,2023,96,139,71,33.81
4375,GOIATUBA,juizado especial civel,2023,1172,1593,906,36.25
4376,GOIATUBA,juizado especial criminal,2023,238,507,146,22.36
4377,GOIATUBA,juizado especial fazenda publica,2023,218,206,139,40.29
4378,GOIÁS,civel,2023,443,416,381,47.8
4379,GOIÁS,criminal,2023,574,844,409,32.64
4380,GOIÁS,execucao penal,2023,75,67,71,51.45
4381,GOIÁS,familia - interior,2023,365,593,264,30.81
4382,GOIÁS,fazenda publica mista,2023,1052,1560,770,33.05
4383,GOIÁS,infancia e juventude civel,2023,19,24,8,25.0
4384,GOIÁS,infancia e juventude infracional,2023,70,57,50,46.73
4385,GOIÁS,juizado especial civel,2023,720,614,482,43.98
4386,GOIÁS,juizado especial criminal,2023,138,205,117,36.34
4387,GOIÁS,juizado especial fazenda publica,2023,319,414,228,35.51
4388,GOIÁS,preprocessual,2023,360,466,37,7.36
4389,GOIÂNIA,auditoria militar civel,2023,24,23,21,47.73
4390,GOIÂNIA,auditoria militar criminal,2023,1765,1198,970,44.74
4391,GOIÂNIA,civel,2023,4760,13431,3817,22.13
4392,GOIÂNIA,criminal,2023,1776,3158,783,19.87
4393,GOIÂNIA,execucao penal,2023,5973,3975,5339,57.32
4394,GOIÂNIA,fazenda publica estadual,2023,11194,7874,8387,51.58
4395,GOIÂNIA,fazenda publica estadual - execucao fiscal,2023,2554,1664,2400,59.06
4396,GOIÂNIA,fazenda publica mista,2023,3,0,3,100.0
4397,GOIÂNIA,fazenda publica municipal - execucao fiscal,2023,6720,58777,6473,9.92
4398,GOIÂNIA,infancia e juventude civel,2023,3077,2176,2195,50.22
4399,GOIÂNIA,infancia e juventude infracional,2023,1061,1137,422,27.07
4400,GOIÂNIA,juizado especial civel,2023,1452,3229,1419,30.53
4401,GOIÂNIA,juizado especial civel e criminal,2023,170,0,170,100.0
4402,GOIÂNIA,juizado especial criminal,2023,9,66,8,10.81
4403,GOIÂNIA,juizado especial fazenda publica,2023,515,3,515,99.42
4404,GOIÂNIA,precatoria,2023,1,3171,0,0.0
4405,GOIÂNIA,preprocessual,2023,6583,4206,2825,40.18
4406,GOIÂNIA,secao criminal,2023,74,199,0,0.0
4407,GOIÂNIA,upj civel,2023,41758,48068,32501,40.34
4408,GOIÂNIA,upj criminal,2023,15115,18000,7828,30.31
4409,GOIÂNIA,upj custodia,2023,286,318,0,0.0
4410,GOIÂNIA,upj de violencia domestica,2023,8028,8966,4775,34.75
4411,GOIÂNIA,upj dos juizados especiais civeis,2023,47808,49439,26134,34.58
4412,GOIÂNIA,upj familia,2023,16271,18845,9061,32.47
4413,GOIÂNIA,upj fazenda publica estadual,2023,7870,4854,6936,58.83
4414,GOIÂNIA,upj fazenda publica municipal,2023,2480,2380,1752,42.4
4415,GOIÂNIA,upj juizado especial criminal,2023,11997,16737,3484,17.23
4416,GOIÂNIA,upj juizado especial da fazenda publica,2023,24493,33961,20390,37.52
4417,GOIÂNIA,upj sucessoes,2023,2506,3009,2139,41.55
4418,GOIÂNIA,upj turma recursal,2023,31402,27697,11720,29.73
4419,GUAPÓ,civel,2023,1014,780,883,53.1
4420,GUAPÓ,criminal,2023,704,1148,366,24.17
4421,GUAPÓ,execucao penal,2023,118,39,116,74.84
4422,GUAPÓ,familia - interior,2023,532,751,383,33.77
4423,GUAPÓ,fazenda publica mista,2023,210,608,128,17.39
4424,GUAPÓ,infancia e juventude civel,2023,43,38,23,37.7
4425,GUAPÓ,infancia e juventude infracional,2023,27,38,16,29.63
4426,GUAPÓ,juizado especial civel,2023,400,401,334,45.44
4427,GUAPÓ,juizado especial criminal,2023,218,227,101,30.79
4428,GUAPÓ,juizado especial fazenda publica,2023,97,204,60,22.73
4429,GUAPÓ,preprocessual,2023,150,159,9,5.36
4430,HIDROLÂNDIA,civel,2023,555,864,441,33.79
4431,HIDROLÂNDIA,criminal,2023,601,943,389,29.2
4432,HIDROLÂNDIA,execucao penal,2023,72,67,69,50.74
4433,HIDROLÂNDIA,familia - interior,2023,395,796,228,22.27
4434,HIDROLÂNDIA,fazenda publica mista,2023,267,532,246,31.62
4435,HIDROLÂNDIA,infancia e juventude civel,2023,14,22,7,24.14
4436,HIDROLÂNDIA,infancia e juventude infracional,2023,33,45,18,28.57
4437,HIDROLÂNDIA,juizado especial civel,2023,375,674,263,28.07
4438,HIDROLÂNDIA,juizado especial criminal,2023,290,471,257,35.3
4439,HIDROLÂNDIA,juizado especial fazenda publica,2023,127,85,104,55.03
4440,HIDROLÂNDIA,preprocessual,2023,29,10,20,66.67
4441,IACIARA,civel,2023,92,95,66,40.99
4442,IACIARA,criminal,2023,285,297,154,34.15
4443,IACIARA,execucao penal,2023,18,25,18,41.86
4444,IACIARA,familia - interior,2023,105,139,72,34.12
4445,IACIARA,fazenda publica mista,2023,185,322,163,33.61
4446,IACIARA,infancia e juventude civel,2023,7,8,3,27.27
4447,IACIARA,infancia e juventude infracional,2023,8,17,1,5.56
4448,IACIARA,juizado especial civel,2023,93,88,75,46.01
4449,IACIARA,juizado especial criminal,2023,30,51,22,30.14
4450,IACIARA,juizado especial fazenda publica,2023,29,13,29,69.05
4451,INHUMAS,civel,2023,1190,1065,1004,48.53
4452,INHUMAS,criminal,2023,849,1169,539,31.56
4453,INHUMAS,execucao penal,2023,190,104,168,61.76
4454,INHUMAS,familia - interior,2023,768,923,447,32.63
4455,INHUMAS,fazenda publica mista,2023,1233,2777,791,22.17
4456,INHUMAS,infancia e juventude civel,2023,75,43,61,58.65
4457,INHUMAS,infancia e juventude infracional,2023,40,15,33,68.75
4458,INHUMAS,juizado especial civel,2023,1174,2097,599,22.22
4459,INHUMAS,juizado especial criminal,2023,266,415,101,19.57
4460,INHUMAS,juizado especial fazenda publica,2023,206,131,203,60.78
4461,IPAMERI,civel,2023,467,607,287,32.1
4462,IPAMERI,criminal,2023,643,1003,239,19.24
4463,IPAMERI,execucao penal,2023,220,113,205,64.47
4464,IPAMERI,familia - interior,2023,613,705,252,26.33
4465,IPAMERI,fazenda publica mista,2023,394,648,291,30.99
4466,IPAMERI,infancia e juventude civel,2023,43,41,11,21.15
4467,IPAMERI,infancia e juventude infracional,2023,33,41,2,4.65
4468,IPAMERI,juizado especial civel,2023,1186,1855,469,20.18
4469,IPAMERI,juizado especial criminal,2023,194,248,87,25.97
4470,IPAMERI,juizado especial fazenda publica,2023,196,195,113,36.69
4471,IPAMERI,preprocessual,2023,2,0,2,100.0
4472,IPORÁ,civel,2023,733,584,588,50.17
4473,IPORÁ,criminal,2023,951,831,613,42.45
4474,IPORÁ,execucao penal,2023,175,164,154,48.43
4475,IPORÁ,familia - interior,2023,558,599,408,40.52
4476,IPORÁ,fazenda publica mista,2023,1111,1897,837,30.61
4477,IPORÁ,infancia e juventude civel,2023,42,33,32,49.23
4478,IPORÁ,infancia e juventude infracional,2023,41,52,29,35.8
4479,IPORÁ,juizado especial civel,2023,603,727,452,38.34
4480,IPORÁ,juizado especial criminal,2023,187,398,148,27.11
4481,IPORÁ,juizado especial fazenda publica,2023,337,266,256,49.04
4482,IPORÁ,preprocessual,2023,74,59,23,28.05
4483,ITABERAÍ,civel,2023,1108,897,803,47.24
4484,ITABERAÍ,criminal,2023,875,1351,469,25.77
4485,ITABERAÍ,execucao penal,2023,165,200,160,44.44
4486,ITABERAÍ,familia - interior,2023,457,378,356,48.5
4487,ITABERAÍ,fazenda publica mista,2023,711,1285,626,32.76
4488,ITABERAÍ,infancia e juventude civel,2023,26,30,15,33.33
4489,ITABERAÍ,infancia e juventude infracional,2023,77,73,53,42.06
4490,ITABERAÍ,juizado especial civel,2023,1151,1219,728,37.39
4491,ITABERAÍ,juizado especial criminal,2023,171,585,105,15.22
4492,ITABERAÍ,juizado especial fazenda publica,2023,247,267,194,42.08
4493,ITABERAÍ,preprocessual,2023,316,282,61,17.78
4494,ITAJÁ,civel,2023,154,234,126,35.0
4495,ITAJÁ,criminal,2023,239,239,153,39.03
4496,ITAJÁ,execucao penal,2023,17,14,17,54.84
4497,ITAJÁ,familia - interior,2023,167,193,121,38.54
4498,ITAJÁ,fazenda publica mista,2023,190,265,178,40.18
4499,ITAJÁ,infancia e juventude civel,2023,34,34,30,46.88
4500,ITAJÁ,infancia e juventude infracional,2023,7,11,7,38.89
4501,ITAJÁ,juizado especial civel,2023,137,95,117,55.19
4502,ITAJÁ,juizado especial criminal,2023,52,68,48,41.38
4503,ITAJÁ,juizado especial fazenda publica,2023,35,16,32,66.67
4504,ITAPACI,civel,2023,639,347,581,62.61
4505,ITAPACI,criminal,2023,272,474,130,21.52
4506,ITAPACI,execucao penal,2023,47,27,47,63.51
4507,ITAPACI,familia - interior,2023,374,290,292,50.17
4508,ITAPACI,fazenda publica mista,2023,769,809,699,46.35
4509,ITAPACI,infancia e juventude civel,2023,17,12,15,55.56
4510,ITAPACI,infancia e juventude infracional,2023,14,8,12,60.0
4511,ITAPACI,juizado especial civel,2023,429,471,307,39.46
4512,ITAPACI,juizado especial criminal,2023,91,130,56,30.11
4513,ITAPACI,juizado especial fazenda publica,2023,131,182,128,41.29
4514,ITAPIRAPUÃ,civel,2023,191,368,174,32.1
4515,ITAPIRAPUÃ,criminal,2023,228,258,164,38.86
4516,ITAPIRAPUÃ,execucao penal,2023,66,7,66,90.41
4517,ITAPIRAPUÃ,familia - interior,2023,141,157,123,43.93
4518,ITAPIRAPUÃ,fazenda publica mista,2023,287,371,280,43.01
4519,ITAPIRAPUÃ,infancia e juventude civel,2023,5,10,3,23.08
4520,ITAPIRAPUÃ,infancia e juventude infracional,2023,22,9,20,68.97
4521,ITAPIRAPUÃ,juizado especial civel,2023,394,272,309,53.18
4522,ITAPIRAPUÃ,juizado especial criminal,2023,63,58,50,46.3
4523,ITAPIRAPUÃ,juizado especial fazenda publica,2023,61,26,60,69.77
4524,ITAPURANGA,civel,2023,499,564,312,35.62
4525,ITAPURANGA,criminal,2023,544,647,339,34.38
4526,ITAPURANGA,execucao penal,2023,124,57,112,66.27
4527,ITAPURANGA,familia - interior,2023,443,600,238,28.4
4528,ITAPURANGA,fazenda publica mista,2023,1115,1242,985,44.23
4529,ITAPURANGA,infancia e juventude civel,2023,20,19,11,36.67
4530,ITAPURANGA,infancia e juventude infracional,2023,54,47,35,42.68
4531,ITAPURANGA,juizado especial civel,2023,816,760,504,39.87
4532,ITAPURANGA,juizado especial criminal,2023,253,273,184,40.26
4533,ITAPURANGA,juizado especial fazenda publica,2023,378,383,350,47.75
4534,ITAUÇU,civel,2023,80,103,75,42.13
4535,ITAUÇU,criminal,2023,97,112,69,38.12
4536,ITAUÇU,execucao penal,2023,39,16,39,70.91
4537,ITAUÇU,familia - interior,2023,81,117,69,37.1
4538,ITAUÇU,fazenda publica mista,2023,182,227,170,42.82
4539,ITAUÇU,infancia e juventude infracional,2023,4,14,1,6.67
4540,ITAUÇU,juizado especial civel,2023,58,120,49,28.99
4541,ITAUÇU,juizado especial criminal,2023,15,24,12,33.33
4542,ITAUÇU,juizado especial fazenda publica,2023,132,43,126,74.56
4543,ITUMBIARA,civel,2023,2838,3182,2060,39.3
4544,ITUMBIARA,criminal,2023,2553,3009,1113,27.0
